,Teamname,Tournament,Username
3199,San Jose Spiders,AUDL 2016,Andrew M
3200,San Jose Spiders,AUDL 2017,Andrew M
3201,San Jose Spiders,AUDL 2016,Andy S
3202,San Jose Spiders,AUDL 2017,Andy S
3203,San Jose Spiders,AUDL 2016,AriW
3204,San Jose Spiders,AUDL 2014,Ashlin J
3205,San Jose Spiders,AUDL 2014,Aubrey D
3206,San Jose Spiders,AUDL 2014,Beau K
3207,San Jose Spiders,AUDL 2016,Ben S
3208,San Jose Spiders,AUDL 2016,Brando F
3209,San Jose Spiders,AUDL 2017,Brando F
3210,San Jose Spiders,AUDL 2014,Brett P
3211,San Jose Spiders,AUDL 2016,Brett P
3212,San Jose Spiders,AUDL 2015,Brown A
3213,San Jose Spiders,AUDL 2015,Cao C
3214,San Jose Spiders,AUDL 2018,Chang
3215,San Jose Spiders,AUDL 2018,Checho
3216,San Jose Spiders,AUDL 2017,Chris C
3217,San Jose Spiders,AUDL 2014,Chris F
3218,San Jose Spiders,AUDL 2016,Chuck C
3219,San Jose Spiders,AUDL 2017,Chuck C
3220,San Jose Spiders,AUDL 2015,Cocks K
3221,San Jose Spiders,AUDL 2015,Cohen G
3222,San Jose Spiders,AUDL 2018,Condit
3223,San Jose Spiders,AUDL 2015,Crawfo M
3224,San Jose Spiders,AUDL 2018,Crawford
3225,San Jose Spiders,AUDL 2014,Daniel N
3226,San Jose Spiders,AUDL 2016,David A
3227,San Jose Spiders,AUDL 2017,David A
3228,San Jose Spiders,AUDL 2014,Devon A
3229,San Jose Spiders,AUDL 2015,Dillow L
3230,San Jose Spiders,AUDL 2017,Drew K
3231,San Jose Spiders,AUDL 2018,Earley
3232,San Jose Spiders,AUDL 2016,Ed Y
3233,San Jose Spiders,AUDL 2016,Eli G
3234,San Jose Spiders,AUDL 2014,Eli K
3235,San Jose Spiders,AUDL 2016,Ethan F
3236,San Jose Spiders,AUDL 2017,Ethan F
3237,San Jose Spiders,AUDL 2016,Evan B
3238,San Jose Spiders,AUDL 2017,Evan Bo
3239,San Jose Spiders,AUDL 2017,Evan Br
3240,San Jose Spiders,AUDL 2018,Falat
3241,San Jose Spiders,AUDL 2015,Falat E
3242,San Jose Spiders,AUDL 2015,Farina C
3243,San Jose Spiders,AUDL 2014,Federi C
3244,San Jose Spiders,AUDL 2018,Fein
3245,San Jose Spiders,AUDL 2015,Grant T
3246,San Jose Spiders,AUDL 2014,Greg C
3247,San Jose Spiders,AUDL 2015,Guerre X
3248,San Jose Spiders,AUDL 2015,Ham S
3249,San Jose Spiders,AUDL 2018,Hammer D
3250,San Jose Spiders,AUDL 2018,Hernande
3251,San Jose Spiders,AUDL 2015,Higgin S
3252,San Jose Spiders,AUDL 2018,Hirning
3253,San Jose Spiders,AUDL 2017,Ian M
3254,San Jose Spiders,AUDL 2017,Ian S
3255,San Jose Spiders,AUDL 2016,Jackso S
3256,San Jose Spiders,AUDL 2017,Jackso S
3257,San Jose Spiders,AUDL 2017,Jacob S
3258,San Jose Spiders,AUDL 2018,Jaffe
3259,San Jose Spiders,AUDL 2015,Jaffe M
3260,San Jose Spiders,AUDL 2017,Jake T
3261,San Jose Spiders,AUDL 2016,James P
3262,San Jose Spiders,AUDL 2017,James Y
3263,San Jose Spiders,AUDL 2014,Jeff S
3264,San Jose Spiders,AUDL 2017,Jeremy K
3265,San Jose Spiders,AUDL 2014,John B
3266,San Jose Spiders,AUDL 2015,Johnso C
3267,San Jose Spiders,AUDL 2016,Jon G
3268,San Jose Spiders,AUDL 2017,Jon G
3269,San Jose Spiders,AUDL 2018,Josh K
3270,San Jose Spiders,AUDL 2016,Josiah M
3271,San Jose Spiders,AUDL 2015,Joye A
3272,San Jose Spiders,AUDL 2016,Justin N
3273,San Jose Spiders,AUDL 2017,Justin N
3274,San Jose Spiders,AUDL 2016,Kelly V
3275,San Jose Spiders,AUDL 2017,Kelly V
3276,San Jose Spiders,AUDL 2014,Kevin A
3277,San Jose Spiders,AUDL 2014,Kevin C
3278,San Jose Spiders,AUDL 2014,Kevin S
3279,San Jose Spiders,AUDL 2016,Kevin S
3280,San Jose Spiders,AUDL 2018,Kharrazi
3281,San Jose Spiders,AUDL 2015,Kittre B
3282,San Jose Spiders,AUDL 2015,Klevec A
3283,San Jose Spiders,AUDL 2016,Kohji S
3284,San Jose Spiders,AUDL 2014,Kris T
3285,San Jose Spiders,AUDL 2018,Kunz S
3286,San Jose Spiders,AUDL 2014,Kurt G
3287,San Jose Spiders,AUDL 2016,Kyle S
3288,San Jose Spiders,AUDL 2016,Kyle T
3289,San Jose Spiders,AUDL 2018,Lassett
3290,San Jose Spiders,AUDL 2016,Lauchl R
3291,San Jose Spiders,AUDL 2018,Levinsky
3292,San Jose Spiders,AUDL 2018,Lin M
3293,San Jose Spiders,AUDL 2016,Lior G
3294,San Jose Spiders,AUDL 2016,Lucas D
3295,San Jose Spiders,AUDL 2014,Marcel S
3296,San Jose Spiders,AUDL 2015,Marcy J
3297,San Jose Spiders,AUDL 2014,Mark E
3298,San Jose Spiders,AUDL 2016,Matt J
3299,San Jose Spiders,AUDL 2017,Matt J
3300,San Jose Spiders,AUDL 2016,Matthe C
3301,San Jose Spiders,AUDL 2017,Matthe C
3302,San Jose Spiders,AUDL 2016,Matthe H
3303,San Jose Spiders,AUDL 2014,Matthe N
3304,San Jose Spiders,AUDL 2016,Matthe N
3305,San Jose Spiders,AUDL 2014,Michae K
3306,San Jose Spiders,AUDL 2017,Mike D
3307,San Jose Spiders,AUDL 2018,Moore
3308,San Jose Spiders,AUDL 2018,Morris A
3309,San Jose Spiders,AUDL 2018,Murphy N
3310,San Jose Spiders,AUDL 2015,Natali M
3311,San Jose Spiders,AUDL 2014,Nate B
3312,San Jose Spiders,AUDL 2014,Nathan W
3313,San Jose Spiders,AUDL 2018,Newlin
3314,San Jose Spiders,AUDL 2017,Nichol A
3315,San Jose Spiders,AUDL 2017,Nick M
3316,San Jose Spiders,AUDL 2014,Nick R
3317,San Jose Spiders,AUDL 2016,Nick R
3318,San Jose Spiders,AUDL 2018,Norden
3319,San Jose Spiders,AUDL 2015,Norden J
3320,San Jose Spiders,AUDL 2015,Peters B
3321,San Jose Spiders,AUDL 2015,Rasmus C
3322,San Jose Spiders,AUDL 2015,Reinha S
3323,San Jose Spiders,AUDL 2018,Richmond
3324,San Jose Spiders,AUDL 2018,Roach
3325,San Jose Spiders,AUDL 2015,Roeder S
3326,San Jose Spiders,AUDL 2018,Sabin Z
3327,San Jose Spiders,AUDL 2017,Sam A
3328,San Jose Spiders,AUDL 2015,Sanche M
3329,San Jose Spiders,AUDL 2014,Scott R
3330,San Jose Spiders,AUDL 2016,Sean H
3331,San Jose Spiders,AUDL 2017,Sergio P
3332,San Jose Spiders,AUDL 2016,Seth R
3333,San Jose Spiders,AUDL 2017,Shane E
3334,San Jose Spiders,AUDL 2018,Shi A
3335,San Jose Spiders,AUDL 2014,Simon H
3336,San Jose Spiders,AUDL 2015,Smith K
3337,San Jose Spiders,AUDL 2014,Sonny Z
3338,San Jose Spiders,AUDL 2017,Sonny Z
3339,San Jose Spiders,AUDL 2018,Stearns
3340,San Jose Spiders,AUDL 2014,Steven C
3341,San Jose Spiders,AUDL 2016,Steven C
3342,San Jose Spiders,AUDL 2017,Steven C
3343,San Jose Spiders,AUDL 2018,Surmani
3344,San Jose Spiders,AUDL 2018,Thompson
3345,San Jose Spiders,AUDL 2018,Tien
3346,San Jose Spiders,AUDL 2014,Tim G
3347,San Jose Spiders,AUDL 2016,Tommy A
3348,San Jose Spiders,AUDL 2017,Tommy A
3349,San Jose Spiders,AUDL 2018,Tozer
3350,San Jose Spiders,AUDL 2016,TravionG
3351,San Jose Spiders,AUDL 2014,Tyler B
3352,San Jose Spiders,AUDL 2015,Van Ar K
3353,San Jose Spiders,AUDL 2016,Vincen V
3354,San Jose Spiders,AUDL 2015,Wynne R
3355,San Jose Spiders,AUDL 2018,Yeager
3356,San Jose Spiders,AUDL 2018,Yeagle R
3357,San Jose Spiders,AUDL 2018,Young L
3358,San Jose Spiders,AUDL 2015,Zaccar S
3359,San Jose Spiders,AUDL 2018,Zaccaro
3360,San Jose Spiders,AUDL 2016,Zibi B
3361,Seattle Cascades,AUDL 2018,Adam Cho
3362,Seattle Cascades,AUDL 2017,Adam S
3363,Seattle Cascades,AUDL 2017,Aldous R
3364,Seattle Cascades,AUDL 2018,Aldous R
3365,Seattle Cascades,AUDL 2017,Alex D
3366,Seattle Cascades,AUDL 2018,Alex D
3367,Seattle Cascades,AUDL 2018,AlexD
3368,Seattle Cascades,AUDL 2017,Andrew L
3369,Seattle Cascades,AUDL 2015,Barich F
3370,Seattle Cascades,AUDL 2017,Ben B
3371,Seattle Cascades,AUDL 2018,Ben Mill
3372,Seattle Cascades,AUDL 2017,Ben S
3373,Seattle Cascades,AUDL 2015,Benalo S
3374,Seattle Cascades,AUDL 2016,Benalo S
3375,Seattle Cascades,AUDL 2015,Bolton J
3376,Seattle Cascades,AUDL 2016,Bolton J
3377,Seattle Cascades,AUDL 2017,Brad H
3378,Seattle Cascades,AUDL 2018,Brad H
3379,Seattle Cascades,AUDL 2018,BradH
3380,Seattle Cascades,AUDL 2018,Bryant S
3381,Seattle Cascades,AUDL 2017,Bryson S
3382,Seattle Cascades,AUDL 2016,Burton M
3383,Seattle Cascades,AUDL 2015,Caldwe M
3384,Seattle Cascades,AUDL 2016,Caldwe M
3385,Seattle Cascades,AUDL 2015,Caldwell
3386,Seattle Cascades,AUDL 2017,Cam B
3387,Seattle Cascades,AUDL 2018,Cam Bail
3388,Seattle Cascades,AUDL 2018,Cam Bak
3389,Seattle Cascades,AUDL 2017,Cam S
3390,Seattle Cascades,AUDL 2018,CamBail
3391,Seattle Cascades,AUDL 2018,CamBak
3392,Seattle Cascades,AUDL 2016,Carneg H
3393,Seattle Cascades,AUDL 2015,Cavan M
3394,Seattle Cascades,AUDL 2015,Cavana M
3395,Seattle Cascades,AUDL 2018,Charli E
3396,Seattle Cascades,AUDL 2018,CharliE
3397,Seattle Cascades,AUDL 2015,Chen D
3398,Seattle Cascades,AUDL 2016,Chen Dy
3399,Seattle Cascades,AUDL 2015,Chen W
3400,Seattle Cascades,AUDL 2016,Chen W
3401,Seattle Cascades,AUDL 2015,Chen- D
3402,Seattle Cascades,AUDL 2016,Childs J
3403,Seattle Cascades,AUDL 2015,Clark D
3404,Seattle Cascades,AUDL 2016,Clark D
3405,Seattle Cascades,AUDL 2015,Cook S
3406,Seattle Cascades,AUDL 2017,Daniel M
3407,Seattle Cascades,AUDL 2018,Dennis C
3408,Seattle Cascades,AUDL 2018,Derek M
3409,Seattle Cascades,AUDL 2017,Donnie C
3410,Seattle Cascades,AUDL 2016,Duffel A
3411,Seattle Cascades,AUDL 2018,Eddie H
3412,Seattle Cascades,AUDL 2018,EddieH
3413,Seattle Cascades,AUDL 2017,Evan K
3414,Seattle Cascades,AUDL 2015,Farwel R
3415,Seattle Cascades,AUDL 2016,Farwel R
3416,Seattle Cascades,AUDL 2015,Fox B
3417,Seattle Cascades,AUDL 2016,FrucherG
3418,Seattle Cascades,AUDL 2016,Gehret T
3419,Seattle Cascades,AUDL 2018,Hai Tran
3420,Seattle Cascades,AUDL 2015,Harkne S
3421,Seattle Cascades,AUDL 2016,Harkne S
3422,Seattle Cascades,AUDL 2015,Hart S
3423,Seattle Cascades,AUDL 2016,Hart S
3424,Seattle Cascades,AUDL 2015,Hausma J
3425,Seattle Cascades,AUDL 2017,Henry P
3426,Seattle Cascades,AUDL 2018,Henry S
3427,Seattle Cascades,AUDL 2018,HenryS
3428,Seattle Cascades,AUDL 2015,Herold W
3429,Seattle Cascades,AUDL 2016,Herold W
3430,Seattle Cascades,AUDL 2015,Hirnin N
3431,Seattle Cascades,AUDL 2015,Illian R
3432,Seattle Cascades,AUDL 2017,Jesse B
3433,Seattle Cascades,AUDL 2017,John D
3434,Seattle Cascades,AUDL 2018,John D
3435,Seattle Cascades,AUDL 2018,John Q
3436,Seattle Cascades,AUDL 2017,John R
3437,Seattle Cascades,AUDL 2018,John R
3438,Seattle Cascades,AUDL 2018,JohnD
3439,Seattle Cascades,AUDL 2018,JohnQ
3440,Seattle Cascades,AUDL 2017,Johnny
3441,Seattle Cascades,AUDL 2015,Karlin D
3442,Seattle Cascades,AUDL 2016,Karlin D
3443,Seattle Cascades,AUDL 2016,Kelly K
3444,Seattle Cascades,AUDL 2017,Khalif E
3445,Seattle Cascades,AUDL 2015,Kinley T
3446,Seattle Cascades,AUDL 2018,Kodi S
3447,Seattle Cascades,AUDL 2018,KodiS
3448,Seattle Cascades,AUDL 2015,Koss R
3449,Seattle Cascades,AUDL 2016,Koss R
3450,Seattle Cascades,AUDL 2015,Lehman S
3451,Seattle Cascades,AUDL 2015,Lenon A
3452,Seattle Cascades,AUDL 2016,Lenon A
3453,Seattle Cascades,AUDL 2016,Lewis Ky
3454,Seattle Cascades,AUDL 2016,Li Tommy
3455,Seattle Cascades,AUDL 2015,Lim
3456,Seattle Cascades,AUDL 2015,Lim J
3457,Seattle Cascades,AUDL 2015,Linn D
3458,Seattle Cascades,AUDL 2016,Linn D
3459,Seattle Cascades,AUDL 2018,Manny E
3460,Seattle Cascades,AUDL 2018,Marc M
3461,Seattle Cascades,AUDL 2018,MarcM
3462,Seattle Cascades,AUDL 2017,Mario O
3463,Seattle Cascades,AUDL 2017,Mark B
3464,Seattle Cascades,AUDL 2018,Mark B
3465,Seattle Cascades,AUDL 2018,MarkB
3466,Seattle Cascades,AUDL 2017,Matt R
3467,Seattle Cascades,AUDL 2017,Micha C
3468,Seattle Cascades,AUDL 2017,Mikey
3469,Seattle Cascades,AUDL 2017,Mitch K
3470,Seattle Cascades,AUDL 2016,Montag S
3471,Seattle Cascades,AUDL 2018,Morgan H
3472,Seattle Cascades,AUDL 2015,Murray P
3473,Seattle Cascades,AUDL 2016,Murray P
3474,Seattle Cascades,AUDL 2018,Nick M
3475,Seattle Cascades,AUDL 2018,Nick R
3476,Seattle Cascades,AUDL 2018,NickM
3477,Seattle Cascades,AUDL 2015,O'Brie M
3478,Seattle Cascades,AUDL 2016,O'brie M
3479,Seattle Cascades,AUDL 2018,Peter GL
3480,Seattle Cascades,AUDL 2018,PeterGL
3481,Seattle Cascades,AUDL 2016,Pickel S
3482,Seattle Cascades,AUDL 2018,Qxhna T
3483,Seattle Cascades,AUDL 2018,QxhnaT
3484,Seattle Cascades,AUDL 2015,Rankin Z
3485,Seattle Cascades,AUDL 2016,Rankin Z
3486,Seattle Cascades,AUDL 2017,Reed H
3487,Seattle Cascades,AUDL 2018,Reed H
3488,Seattle Cascades,AUDL 2015,Rehder M
3489,Seattle Cascades,AUDL 2016,Rehder M
3490,Seattle Cascades,AUDL 2017,Robbie F
3491,Seattle Cascades,AUDL 2018,Robbie F
3492,Seattle Cascades,AUDL 2015,Rosatt T
3493,Seattle Cascades,AUDL 2015,Russel M
3494,Seattle Cascades,AUDL 2016,Russel M
3495,Seattle Cascades,AUDL 2018,Ryan S
3496,Seattle Cascades,AUDL 2018,RyanS
3497,Seattle Cascades,AUDL 2018,Sam C
3498,Seattle Cascades,AUDL 2017,Sam H
3499,Seattle Cascades,AUDL 2017,Sam P
3500,Seattle Cascades,AUDL 2015,Sefton J
3501,Seattle Cascades,AUDL 2016,Sefton J
3502,Seattle Cascades,AUDL 2018,Shane W
3503,Seattle Cascades,AUDL 2018,ShaneW
3504,Seattle Cascades,AUDL 2016,SimFox B
3505,Seattle Cascades,AUDL 2015,Simfox B
3506,Seattle Cascades,AUDL 2015,Simon A
3507,Seattle Cascades,AUDL 2016,Simon A
3508,Seattle Cascades,AUDL 2015,Smith Z
3509,Seattle Cascades,AUDL 2016,Smith Z
3510,Seattle Cascades,AUDL 2016,Snell B
3511,Seattle Cascades,AUDL 2015,Stacey J
3512,Seattle Cascades,AUDL 2018,Steph L
3513,Seattle Cascades,AUDL 2018,StephL
3514,Seattle Cascades,AUDL 2016,Stuart N
3515,Seattle Cascades,AUDL 2017,Tian
3516,Seattle Cascades,AUDL 2017,Tian C Y
3517,Seattle Cascades,AUDL 2017,Tian Y
3518,Seattle Cascades,AUDL 2015,Titcom V
3519,Seattle Cascades,AUDL 2015,Titcom X
3520,Seattle Cascades,AUDL 2016,Titcom X
3521,Seattle Cascades,AUDL 2017,Tommy L
3522,Seattle Cascades,AUDL 2016,Vander C
3523,Seattle Cascades,AUDL 2015,Wallis S
3524,Seattle Cascades,AUDL 2016,Wallis S
3525,Seattle Cascades,AUDL 2015,Weiss L
3526,Seattle Cascades,AUDL 2017,Will C
3527,Seattle Cascades,AUDL 2017,Will H
3528,Seattle Cascades,AUDL 2018,Willam A
3529,Seattle Cascades,AUDL 2018,WillamA
3530,Seattle Cascades,AUDL 2018,Willia C
3531,Seattle Cascades,AUDL 2017,Xtehn T
3532,Seattle Cascades,AUDL 2018,Xtehn T
3533,Seattle Cascades,AUDL 2018,XtehnT
3534,Seattle Cascades,AUDL 2017,Zach J
3535,Seattle Cascades,AUDL 2017,Zach S
3536,Seattle Cascades,AUDL 2017,Zhi C
3537,Seattle Cascades,AUDL 2015,Zukows G
3538,Seattle Raptors,AUDL 2014,AdamB
3539,Seattle Raptors,AUDL 2014,AdlaiS
3540,Seattle Raptors,AUDL 2014,AndrewL
3541,Seattle Raptors,AUDL 2014,BradH
3542,Seattle Raptors,AUDL 2014,CamB
3543,Seattle Raptors,AUDL 2014,ChuckH
3544,Seattle Raptors,AUDL 2014,DanG
3545,Seattle Raptors,AUDL 2014,DanaD
3546,Seattle Raptors,AUDL 2014,EvanK
3547,Seattle Raptors,AUDL 2014,GavinS
3548,Seattle Raptors,AUDL 2014,GrantZ
3549,Seattle Raptors,AUDL 2014,GregG
3550,Seattle Raptors,AUDL 2014,IsaacD
3551,Seattle Raptors,AUDL 2014,JamesO
3552,Seattle Raptors,AUDL 2014,JohnK
3553,Seattle Raptors,AUDL 2014,JohnQ
3554,Seattle Raptors,AUDL 2014,KyL
3555,Seattle Raptors,AUDL 2014,LukeJ
3556,Seattle Raptors,AUDL 2014,MattK
3557,Seattle Raptors,AUDL 2014,MattN
3558,Seattle Raptors,AUDL 2014,MikeC
3559,Seattle Raptors,AUDL 2014,NickD
3560,Seattle Raptors,AUDL 2014,PeterB
3561,Seattle Raptors,AUDL 2014,PeterO
3562,Seattle Raptors,AUDL 2014,RyanS
3563,Seattle Raptors,AUDL 2014,SashaS
3564,Seattle Raptors,AUDL 2014,WillW
3565,Tampa Bay Cannons,AUDL 2018,AJ
3566,Tampa Bay Cannons,AUDL 2018,AK
3567,Tampa Bay Cannons,AUDL 2018,B Wachob
3568,Tampa Bay Cannons,AUDL 2018,Barrett
3569,Tampa Bay Cannons,AUDL 2018,Barrow
3570,Tampa Bay Cannons,AUDL 2018,Bass
3571,Tampa Bay Cannons,AUDL 2018,Carr
3572,Tampa Bay Cannons,AUDL 2018,Chapman
3573,Tampa Bay Cannons,AUDL 2018,Chard
3574,Tampa Bay Cannons,AUDL 2018,Clary
3575,Tampa Bay Cannons,AUDL 2018,Cogswell
3576,Tampa Bay Cannons,AUDL 2018,Del
3577,Tampa Bay Cannons,AUDL 2018,Dennis
3578,Tampa Bay Cannons,AUDL 2018,Fairley
3579,Tampa Bay Cannons,AUDL 2018,Gibson
3580,Tampa Bay Cannons,AUDL 2018,H Wachob
3581,Tampa Bay Cannons,AUDL 2018,Hiser
3582,Tampa Bay Cannons,AUDL 2018,Huston
3583,Tampa Bay Cannons,AUDL 2018,Kunsa
3584,Tampa Bay Cannons,AUDL 2018,Lane
3585,Tampa Bay Cannons,AUDL 2018,Lapikas
3586,Tampa Bay Cannons,AUDL 2018,Larsen
3587,Tampa Bay Cannons,AUDL 2018,Layton
3588,Tampa Bay Cannons,AUDL 2018,Ley
3589,Tampa Bay Cannons,AUDL 2018,Lootens
3590,Tampa Bay Cannons,AUDL 2018,McKisic
3591,Tampa Bay Cannons,AUDL 2018,O'Bryan
3592,Tampa Bay Cannons,AUDL 2018,PVB
3593,Tampa Bay Cannons,AUDL 2018,Perales
3594,Tampa Bay Cannons,AUDL 2018,Repasky
3595,Tampa Bay Cannons,AUDL 2018,Roney
3596,Tampa Bay Cannons,AUDL 2018,Schimmel
3597,Tampa Bay Cannons,AUDL 2018,Seuntjen
3598,Tampa Bay Cannons,AUDL 2018,Sullivan
3599,Tampa Bay Cannons,AUDL 2018,Taylor
3600,Tampa Bay Cannons,AUDL 2018,Travagli
3601,Tampa Bay Cannons,AUDL 2018,Vickroy
3602,Tampa Bay Cannons,AUDL 2018,Vinson
3603,Tampa Bay Cannons,AUDL 2018,Wasnick
3604,Toronto Rush,AUDL 2014,Armitage
3605,Toronto Rush,AUDL 2015,Armitage
3606,Toronto Rush,AUDL 2016,Armitage
3607,Toronto Rush,AUDL 2017,Armitage
3608,Toronto Rush,AUDL 2016,Armstron
3609,Toronto Rush,AUDL 2017,Armstron
3610,Toronto Rush,AUDL 2018,Armstron
3611,Toronto Rush,AUDL 2014,Blanchar
3612,Toronto Rush,AUDL 2016,Boychuk
3613,Toronto Rush,AUDL 2017,Boychuk
3614,Toronto Rush,AUDL 2018,Boychuk
3615,Toronto Rush,AUDL 2014,Bradford
3616,Toronto Rush,AUDL 2015,Bradford
3617,Toronto Rush,AUDL 2017,Burelle
3618,Toronto Rush,AUDL 2018,Burelle
3619,Toronto Rush,AUDL 2015,Carroll
3620,Toronto Rush,AUDL 2016,Carroll
3621,Toronto Rush,AUDL 2017,Carroll
3622,Toronto Rush,AUDL 2018,Carroll
3623,Toronto Rush,AUDL 2017,Chua
3624,Toronto Rush,AUDL 2018,Dacquist
3625,Toronto Rush,AUDL 2016,Duiella
3626,Toronto Rush,AUDL 2016,Edwards
3627,Toronto Rush,AUDL 2017,Edwards
3628,Toronto Rush,AUDL 2018,Edwards
3629,Toronto Rush,AUDL 2017,Ellis
3630,Toronto Rush,AUDL 2016,Ellis G
3631,Toronto Rush,AUDL 2018,Foord
3632,Toronto Rush,AUDL 2016,Foord J
3633,Toronto Rush,AUDL 2016,Garlok
3634,Toronto Rush,AUDL 2014,Harris
3635,Toronto Rush,AUDL 2017,Harris
3636,Toronto Rush,AUDL 2018,Harris
3637,Toronto Rush,AUDL 2015,Harris C
3638,Toronto Rush,AUDL 2016,Harris C
3639,Toronto Rush,AUDL 2014,Harrison
3640,Toronto Rush,AUDL 2015,Harrison
3641,Toronto Rush,AUDL 2016,Harrison
3642,Toronto Rush,AUDL 2017,Harrison
3643,Toronto Rush,AUDL 2018,Harrison
3644,Toronto Rush,AUDL 2014,Hau
3645,Toronto Rush,AUDL 2017,Hau
3646,Toronto Rush,AUDL 2018,Hau
3647,Toronto Rush,AUDL 2016,Hau J
3648,Toronto Rush,AUDL 2015,Hau J.
3649,Toronto Rush,AUDL 2014,Henry
3650,Toronto Rush,AUDL 2016,Henry T
3651,Toronto Rush,AUDL 2015,Henry T.
3652,Toronto Rush,AUDL 2018,Hirst
3653,Toronto Rush,AUDL 2016,Hirst N
3654,Toronto Rush,AUDL 2015,Hirst N.
3655,Toronto Rush,AUDL 2014,Horgan
3656,Toronto Rush,AUDL 2017,Huynh
3657,Toronto Rush,AUDL 2018,Huynh
3658,Toronto Rush,AUDL 2016,Huynh J
3659,Toronto Rush,AUDL 2017,Iain M
3660,Toronto Rush,AUDL 2018,Iain M
3661,Toronto Rush,AUDL 2017,Isaiah
3662,Toronto Rush,AUDL 2018,IsaiahMK
3663,Toronto Rush,AUDL 2014,Jones
3664,Toronto Rush,AUDL 2017,Jones
3665,Toronto Rush,AUDL 2016,Jones M
3666,Toronto Rush,AUDL 2015,Jones M.
3667,Toronto Rush,AUDL 2017,Kirk
3668,Toronto Rush,AUDL 2015,Kotwa T.
3669,Toronto Rush,AUDL 2014,Kubinec
3670,Toronto Rush,AUDL 2015,Kubinec
3671,Toronto Rush,AUDL 2018,LaFrance
3672,Toronto Rush,AUDL 2014,Lindquis
3673,Toronto Rush,AUDL 2015,Lindquis
3674,Toronto Rush,AUDL 2016,Linq
3675,Toronto Rush,AUDL 2017,Linq
3676,Toronto Rush,AUDL 2018,Linq
3677,Toronto Rush,AUDL 2014,Lloyd
3678,Toronto Rush,AUDL 2017,Lloyd
3679,Toronto Rush,AUDL 2018,Lloyd
3680,Toronto Rush,AUDL 2016,Lloyd M
3681,Toronto Rush,AUDL 2015,Lloyd M.
3682,Toronto Rush,AUDL 2014,Loiseau
3683,Toronto Rush,AUDL 2016,Macken I
3684,Toronto Rush,AUDL 2016,Macken M
3685,Toronto Rush,AUDL 2015,Mackenzi
3686,Toronto Rush,AUDL 2016,Mackenzi
3687,Toronto Rush,AUDL 2014,Martin
3688,Toronto Rush,AUDL 2017,Martin
3689,Toronto Rush,AUDL 2018,Martin
3690,Toronto Rush,AUDL 2015,Martin J
3691,Toronto Rush,AUDL 2016,Martin J
3692,Toronto Rush,AUDL 2015,Masek Ke
3693,Toronto Rush,AUDL 2016,Masek-K
3694,Toronto Rush,AUDL 2014,Masek-Ke
3695,Toronto Rush,AUDL 2014,McKnight
3696,Toronto Rush,AUDL 2015,McKnight
3697,Toronto Rush,AUDL 2016,McKnight
3698,Toronto Rush,AUDL 2017,McKnight
3699,Toronto Rush,AUDL 2018,McKnight
3700,Toronto Rush,AUDL 2014,Meron
3701,Toronto Rush,AUDL 2017,Meron
3702,Toronto Rush,AUDL 2018,Meron
3703,Toronto Rush,AUDL 2015,Meron J
3704,Toronto Rush,AUDL 2016,Meron J
3705,Toronto Rush,AUDL 2017,Mike M
3706,Toronto Rush,AUDL 2018,Mike M
3707,Toronto Rush,AUDL 2014,Mostaghi
3708,Toronto Rush,AUDL 2015,Mostaghi
3709,Toronto Rush,AUDL 2016,Neff W
3710,Toronto Rush,AUDL 2017,Norden
3711,Toronto Rush,AUDL 2018,Norden
3712,Toronto Rush,AUDL 2014,Ojo
3713,Toronto Rush,AUDL 2017,Ojo
3714,Toronto Rush,AUDL 2018,Ojo
3715,Toronto Rush,AUDL 2016,Ojo R
3716,Toronto Rush,AUDL 2015,Ojo R.
3717,Toronto Rush,AUDL 2018,Oort
3718,Toronto Rush,AUDL 2014,Pinto
3719,Toronto Rush,AUDL 2014,Powell
3720,Toronto Rush,AUDL 2017,Powell
3721,Toronto Rush,AUDL 2018,Powell
3722,Toronto Rush,AUDL 2015,Powell G
3723,Toronto Rush,AUDL 2016,Powell G
3724,Toronto Rush,AUDL 2018,Pries
3725,Toronto Rush,AUDL 2014,Raina
3726,Toronto Rush,AUDL 2015,Raina
3727,Toronto Rush,AUDL 2017,Raina
3728,Toronto Rush,AUDL 2016,Raina S
3729,Toronto Rush,AUDL 2016,Rumi
3730,Toronto Rush,AUDL 2016,Rusty IS
3731,Toronto Rush,AUDL 2016,Simmons
3732,Toronto Rush,AUDL 2014,Szeto
3733,Toronto Rush,AUDL 2016,Szeto R
3734,Toronto Rush,AUDL 2017,Tan
3735,Toronto Rush,AUDL 2018,Tan
3736,Toronto Rush,AUDL 2016,Tan B
3737,Toronto Rush,AUDL 2017,Tatulea
3738,Toronto Rush,AUDL 2016,Toly
3739,Toronto Rush,AUDL 2018,Turner
3740,Toronto Rush,AUDL 2014,Vasilyev
3741,Toronto Rush,AUDL 2015,Vasilyev
3742,Toronto Rush,AUDL 2018,Vasilyev
3743,Toronto Rush,AUDL 2015,Vlahos A
3744,Toronto Rush,AUDL 2016,Vlahos A
3745,Toronto Rush,AUDL 2014,Watanabe
3746,Toronto Rush,AUDL 2015,Watanabe
3747,Toronto Rush,AUDL 2014,Watts
3748,Toronto Rush,AUDL 2016,Watts A
3749,Toronto Rush,AUDL 2015,Watts A.
3750,Toronto Rush,AUDL 2018,Wilson
3751,Toronto Rush,AUDL 2017,Woo
