,Year,Name,Teamname,Goals,Catches,Drops,Assists,Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Against,Stalls,Blocks,Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
1761,AUDL 2016,Stanley Peterson,Dallas Roughnecks,22.0,120.0,3.0,13.0,108.0,100.0,7.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5925925925926,5.454545454545454,8.307692307692308,0.06481481481481481,0.024390243902439025,0.0,0.0,0.0
1763,AUDL 2016,Stephen Magerr,Philadelphia Phoenix,8.0,84.0,5.0,3.0,97.0,85.0,7.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.62886597938144,10.5,32.333333333333336,0.07216494845360824,0.056179775280898875,0.0,0.0,0.0
1764,AUDL 2016,Stephen Ng,Philadelphia Phoenix,3.0,97.0,0.0,9.0,147.0,128.0,14.0,5.0,0.0,0.0,0.0,4.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.07482993197279,32.333333333333336,16.333333333333332,0.09523809523809523,0.0,0.0,0.0,0.0
1765,AUDL 2016,Stephen Poulos,Jacksonville Cannons,16.0,307.0,6.0,46.0,421.0,382.0,34.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.73634204275535,19.1875,9.152173913043478,0.08076009501187649,0.019169329073482427,0.0,0.0,0.0
1767,AUDL 2016,Stephen Shaw,Philadelphia Phoenix,6.0,103.0,2.0,6.0,100.0,88.0,9.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,17.166666666666668,16.666666666666668,0.09,0.01904761904761905,0.0,0.0,0.0
1768,AUDL 2016,Steve Armitage,Toronto Rush,48.0,170.0,4.0,24.0,124.0,110.0,13.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.70967741935483,3.5416666666666665,5.166666666666667,0.10483870967741936,0.022988505747126436,0.0,0.0,0.0
1769,AUDL 2016,Steve Mogielski,Pittsburgh Thunderbirds,11.0,74.0,2.0,8.0,74.0,66.0,7.0,1.0,0.0,0.0,0.0,9.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.1891891891892,6.7272727272727275,9.25,0.0945945945945946,0.02631578947368421,0.0,0.0,0.0
1770,AUDL 2016,Steven Brooks,Los Angeles Aviators,19.0,395.0,2.0,22.0,459.0,441.0,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07843137254902,20.789473684210527,20.863636363636363,0.02832244008714597,0.005037783375314861,0.0,0.0,0.0
1772,AUDL 2016,Steven Chang,San Jose Spiders,22.0,177.0,1.0,19.0,290.0,280.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.55172413793103,8.045454545454545,15.263157894736842,0.03103448275862069,0.0056179775280898875,0.0,0.0,0.0
1773,AUDL 2016,Steven Darroh,Dallas Roughnecks,5.0,53.0,0.0,4.0,55.0,50.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9090909090909,10.6,13.75,0.07272727272727272,0.0,0.0,0.0,0.0
1775,AUDL 2016,Steven Hicks,Atlanta Hustle,11.0,85.0,0.0,8.0,124.0,116.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.54838709677419,7.7272727272727275,15.5,0.056451612903225805,0.0,0.0,0.0,0.0
1776,AUDL 2016,Steven Milardovich,San Diego Growlers,21.0,243.0,3.0,27.0,256.0,221.0,29.0,5.0,0.0,0.0,1.0,27.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.328125,11.571428571428571,9.481481481481481,0.11328125,0.012195121951219513,0.0,0.0,0.0
1777,AUDL 2016,Sun Choi,Atlanta Hustle,11.0,129.0,4.0,11.0,128.0,112.0,15.0,1.0,0.0,0.0,0.0,8.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,11.727272727272727,11.636363636363637,0.1171875,0.03007518796992481,0.0,0.0,0.0
1778,AUDL 2016,Tad Wissel,Pittsburgh Thunderbirds,1.0,112.0,0.0,13.0,163.0,151.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.63803680981594,112.0,12.538461538461538,0.05521472392638037,0.0,0.0,0.0,0.0
1781,AUDL 2016,Tarik Akyuz,Detroit Mechanix,29.0,168.0,6.0,12.0,144.0,129.0,11.0,4.0,0.0,0.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.58333333333334,5.793103448275862,12.0,0.0763888888888889,0.034482758620689655,0.0,0.0,0.0
1782,AUDL 2016,Taylor Brooks,New York Empire,17.0,246.0,0.0,32.0,243.0,213.0,29.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.65432098765432,14.470588235294118,7.59375,0.11934156378600823,0.0,0.0,0.0,0.0
1783,AUDL 2016,Taylor Goforth,Atlanta Hustle,6.0,57.0,1.0,10.0,67.0,55.0,10.0,2.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.08955223880598,9.5,6.7,0.14925373134328357,0.017241379310344827,0.0,0.0,0.0
1784,AUDL 2016,Ted Barnett,Dallas Roughnecks,12.0,104.0,2.0,6.0,100.0,86.0,10.0,2.0,0.0,0.0,2.0,13.0,0.0,141.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,8.666666666666666,16.666666666666668,0.1,0.018867924528301886,0.0,0.0,0.0
1786,AUDL 2016,Terrence Mitchell,Raleigh Flyers,32.0,240.0,7.0,25.0,213.0,195.0,13.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.54929577464789,7.5,8.52,0.06103286384976526,0.02834008097165992,0.0,0.0,0.0
1787,AUDL 2016,Thomas Coolidge,Madison Radicals,9.0,127.0,1.0,13.0,122.0,117.0,3.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.90163934426229,14.11111111111111,9.384615384615385,0.02459016393442623,0.0078125,0.0,0.0,0.0
1788,AUDL 2016,Thomas Slack,Dallas Roughnecks,48.0,208.0,5.0,16.0,164.0,153.0,9.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.29268292682927,4.333333333333333,10.25,0.054878048780487805,0.023474178403755867,0.0,0.0,0.0
1789,AUDL 2016,Thomson McKnight,Toronto Rush,12.0,378.0,0.0,31.0,485.0,451.0,24.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.98969072164948,31.5,15.64516129032258,0.049484536082474224,0.0,0.0,0.0,0.0
1791,AUDL 2016,Tim Fergus,Chicago Wildfire,9.0,296.0,5.0,23.0,359.0,333.0,22.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.75766016713092,32.888888888888886,15.608695652173912,0.06128133704735376,0.016611295681063124,0.0,0.0,0.0
1793,AUDL 2016,Tim Gilligan,San Francisco FlameThrowers,6.0,73.0,0.0,3.0,90.0,80.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,12.166666666666666,30.0,0.1111111111111111,0.0,0.0,0.0,0.0
1795,AUDL 2016,Tim McAllister,Raleigh Flyers,8.0,67.0,3.0,11.0,60.0,51.0,7.0,2.0,0.0,0.0,0.0,7.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,8.375,5.454545454545454,0.11666666666666667,0.04285714285714286,0.0,0.0,0.0
1796,AUDL 2016,Tim Settles,Cincinnati Revolution,28.0,302.0,0.0,22.0,311.0,274.0,30.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.10289389067523,10.785714285714286,14.136363636363637,0.09646302250803858,0.0,0.0,0.0,0.0
1797,AUDL 2016,Tim Tsang,Vancouver Riptide,25.0,219.0,4.0,29.0,247.0,225.0,20.0,2.0,0.0,0.0,0.0,11.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.09311740890689,8.76,8.517241379310345,0.08097165991902834,0.017937219730941704,0.0,0.0,0.0
1798,AUDL 2016,Timothy Beatty,Los Angeles Aviators,10.0,185.0,1.0,15.0,219.0,208.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.97716894977168,18.5,14.6,0.045662100456621,0.005376344086021506,0.0,0.0,0.0
1799,AUDL 2016,Tom Annen,Madison Radicals,7.0,240.0,2.0,13.0,295.0,276.0,16.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.55932203389831,34.285714285714285,22.692307692307693,0.05423728813559322,0.008264462809917356,0.0,0.0,0.0
1800,AUDL 2016,Tom Doi,DC Breeze,22.0,137.0,4.0,17.0,120.0,105.0,14.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,6.2272727272727275,7.0588235294117645,0.11666666666666667,0.028368794326241134,0.0,0.0,0.0
1801,AUDL 2016,Tom Radcliffe,Nashville NightWatch,32.0,347.0,5.0,45.0,313.0,278.0,29.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.81789137380191,10.84375,6.955555555555556,0.0926517571884984,0.014204545454545454,0.0,0.0,0.0
1803,AUDL 2016,Tommy Lamar,Raleigh Flyers,12.0,83.0,2.0,4.0,83.0,75.0,6.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.36144578313254,6.916666666666667,20.75,0.07228915662650602,0.023529411764705882,0.0,0.0,0.0
1804,AUDL 2016,Tommy Li,Seattle Cascades,15.0,74.0,2.0,12.0,85.0,76.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.41176470588236,4.933333333333334,7.083333333333333,0.07058823529411765,0.02631578947368421,0.0,0.0,0.0
1805,AUDL 2016,Travis Carpenter,Indianapolis AlleyCats,18.0,243.0,2.0,35.0,261.0,237.0,21.0,3.0,0.0,0.0,0.0,15.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.80459770114942,13.5,7.457142857142857,0.08045977011494253,0.00816326530612245,0.0,0.0,0.0
1806,AUDL 2016,Travis Catron,Jacksonville Cannons,32.0,271.0,1.0,21.0,243.0,224.0,14.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18106995884774,8.46875,11.571428571428571,0.05761316872427984,0.003676470588235294,0.0,0.0,0.0
1807,AUDL 2016,Travis Compo,Detroit Mechanix,2.0,61.0,1.0,3.0,72.0,64.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,30.5,24.0,0.08333333333333333,0.016129032258064516,0.0,0.0,0.0
1808,AUDL 2016,Travis Dunn,San Diego Growlers,32.0,223.0,1.0,26.0,199.0,177.0,19.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.94472361809045,6.96875,7.653846153846154,0.09547738693467336,0.004464285714285714,0.0,0.0,0.0
1809,AUDL 2016,Trenton Spinks,Atlanta Hustle,25.0,266.0,1.0,9.0,240.0,219.0,17.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.25,10.64,26.666666666666668,0.07083333333333333,0.003745318352059925,0.0,0.0,0.0
1811,AUDL 2016,Trevor Knechtel,Vancouver Riptide,9.0,191.0,3.0,16.0,253.0,238.0,12.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0711462450593,21.22222222222222,15.8125,0.04743083003952569,0.015463917525773196,0.0,0.0,0.0
1814,AUDL 2016,Tristan Green,Raleigh Flyers,3.0,71.0,0.0,3.0,94.0,86.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.48936170212765,23.666666666666668,31.333333333333332,0.07446808510638298,0.0,0.0,0.0,0.0
1815,AUDL 2016,Tristan Grovender,Minnesota Wind Chill,7.0,318.0,3.0,24.0,392.0,368.0,21.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.87755102040816,45.42857142857143,16.333333333333332,0.05357142857142857,0.009345794392523364,0.0,0.0,0.0
1816,AUDL 2016,Tyler Bacon,Los Angeles Aviators,2.0,139.0,1.0,16.0,195.0,173.0,19.0,2.0,0.0,0.0,1.0,6.0,0.0,64.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.71794871794872,69.5,12.1875,0.09743589743589744,0.007142857142857143,0.0,0.0,0.0
1817,AUDL 2016,Tyler Conger,Nashville NightWatch,7.0,458.0,4.0,24.0,541.0,506.0,28.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.53049907578558,65.42857142857143,22.541666666666668,0.051756007393715345,0.008658008658008658,0.0,0.0,0.0
1818,AUDL 2016,Tyler Kunsa,Pittsburgh Thunderbirds,5.0,314.0,2.0,17.0,404.0,388.0,14.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.03960396039604,62.8,23.764705882352942,0.034653465346534656,0.006329113924050633,0.0,0.0,0.0
1819,AUDL 2016,Tyler Latham,Minnesota Wind Chill,27.0,120.0,4.0,19.0,100.0,94.0,6.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,4.444444444444445,5.2631578947368425,0.06,0.03225806451612903,0.0,0.0,0.0
1821,AUDL 2016,Tyler Monroe,DC Breeze,18.0,213.0,2.0,15.0,252.0,237.0,13.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04761904761905,11.833333333333334,16.8,0.051587301587301584,0.009302325581395349,0.0,0.0,0.0
1823,AUDL 2016,Vincenzo Vitiello,San Jose Spiders,21.0,202.0,2.0,13.0,201.0,184.0,13.0,3.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.54228855721394,9.619047619047619,15.461538461538462,0.06467661691542288,0.00980392156862745,0.0,0.0,0.0
1824,AUDL 2016,Von Alanguilan,Chicago Wildfire,11.0,109.0,5.0,2.0,100.0,88.0,9.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,9.909090909090908,50.0,0.09,0.043859649122807015,0.0,0.0,0.0
1825,AUDL 2016,Wasdi Grimaldo,Detroit Mechanix,1.0,97.0,1.0,6.0,120.0,99.0,15.0,6.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,97.0,20.0,0.125,0.01020408163265306,0.0,0.0,0.0
1826,AUDL 2016,Wes Groth,Indianapolis AlleyCats,10.0,61.0,2.0,11.0,61.0,50.0,7.0,3.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9672131147541,6.1,5.545454545454546,0.11475409836065574,0.031746031746031744,0.0,0.0,0.0
1827,AUDL 2016,Wesley Chen,Detroit Mechanix,7.0,63.0,5.0,4.0,56.0,54.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.42857142857143,9.0,14.0,0.03571428571428571,0.07352941176470588,0.0,0.0,0.0
1829,AUDL 2016,Will Chen,Seattle Cascades,7.0,136.0,1.0,14.0,188.0,174.0,11.0,3.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5531914893617,19.428571428571427,13.428571428571429,0.05851063829787234,0.0072992700729927005,0.0,0.0,0.0
1830,AUDL 2016,Will Griffin,San Diego Growlers,11.0,419.0,4.0,40.0,496.0,463.0,31.0,2.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.34677419354838,38.09090909090909,12.4,0.0625,0.009456264775413711,0.0,0.0,0.0
1832,AUDL 2016,Will Neff,Toronto Rush,7.0,80.0,4.0,10.0,79.0,70.0,6.0,3.0,0.0,0.0,0.0,9.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.60759493670885,11.428571428571429,7.9,0.0759493670886076,0.047619047619047616,0.0,0.0,0.0
1834,AUDL 2016,William Vu,Vancouver Riptide,1.0,302.0,1.0,44.0,364.0,326.0,35.0,3.0,0.0,0.0,0.0,20.0,0.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.56043956043956,302.0,8.272727272727273,0.09615384615384616,0.0033003300330033004,0.0,0.0,0.0
1836,AUDL 2016,Xavier Maxstadt,Raleigh Flyers,3.0,68.0,1.0,11.0,102.0,91.0,8.0,3.0,0.0,0.0,0.0,4.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2156862745098,22.666666666666668,9.272727272727273,0.0784313725490196,0.014492753623188406,0.0,0.0,0.0
1838,AUDL 2016,Yiding Hou,Chicago Wildfire,8.0,164.0,7.0,6.0,252.0,228.0,18.0,5.0,0.0,0.0,1.0,14.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.47619047619048,20.5,42.0,0.07142857142857142,0.04093567251461988,0.0,0.0,0.0
1839,AUDL 2016,Yoland Cabot,Montreal Royal,18.0,185.0,4.0,19.0,184.0,155.0,25.0,4.0,32.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,504.5000000000001,265.50000000000006,238.10000000000002,92.0,92.0,84.23913043478261,10.277777777777779,9.68421052631579,0.1358695652173913,0.021164021164021163,15.765625000000004,92.0,92.0
1842,AUDL 2016,Zac Schakner,Los Angeles Aviators,4.0,163.0,0.0,17.0,191.0,170.0,15.0,5.0,0.0,0.0,1.0,11.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.00523560209425,40.75,11.235294117647058,0.07853403141361257,0.0,0.0,0.0,0.0
1845,AUDL 2016,Zach Theodore,Los Angeles Aviators,23.0,92.0,1.0,11.0,75.0,68.0,6.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.66666666666666,4.0,6.818181818181818,0.08,0.010752688172043012,0.0,0.0,0.0
1846,AUDL 2016,Zach Zebarth,Indianapolis AlleyCats,8.0,70.0,3.0,2.0,75.0,70.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,8.75,37.5,0.06666666666666667,0.0410958904109589,0.0,0.0,0.0
1848,AUDL 2016,Zack Avello,Nashville NightWatch,18.0,70.0,3.0,3.0,52.0,45.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.53846153846155,3.888888888888889,17.333333333333332,0.11538461538461539,0.0410958904109589,0.0,0.0,0.0
1849,AUDL 2016,Zack Smith,Seattle Cascades,10.0,56.0,0.0,4.0,56.0,50.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28571428571429,5.6,14.0,0.10714285714285714,0.0,0.0,0.0,0.0
1850,AUDL 2016,Zane Rankin,Seattle Cascades,15.0,62.0,1.0,11.0,57.0,46.0,8.0,3.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7017543859649,4.133333333333334,5.181818181818182,0.14035087719298245,0.015873015873015872,0.0,0.0,0.0
1851,AUDL 2016,Zeke Ivers,San Diego Growlers,18.0,188.0,4.0,19.0,220.0,201.0,16.0,3.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.36363636363637,10.444444444444445,11.578947368421053,0.07272727272727272,0.020833333333333332,0.0,0.0,0.0
1853,AUDL 2017,Aaron Del Real,Detroit Mechanix,8.0,68.0,6.0,4.0,61.0,46.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.40983606557377,8.5,15.25,0.21311475409836064,0.08108108108108109,0.0,0.0,0.0
1855,AUDL 2017,Aaron Weaver,Los Angeles Aviators,9.0,88.0,1.0,7.0,83.0,82.0,1.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,212.9,156.30000000000004,54.300000000000004,0.0,0.0,98.79518072289156,9.777777777777779,11.857142857142858,0.012048192771084338,0.011235955056179775,15.207142857142857,0.0,0.0
1856,AUDL 2017,Abe Coffin,Dallas Roughnecks,48.0,306.0,5.0,39.0,281.0,261.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.88256227758008,6.375,7.205128205128205,0.06761565836298933,0.01607717041800643,0.0,0.0,0.0
1857,AUDL 2017,Adam Drews,Madison Radicals,8.0,105.0,2.0,8.0,117.0,107.0,9.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.45299145299145,13.125,14.625,0.07692307692307693,0.018691588785046728,0.0,0.0,0.0
1859,AUDL 2017,Adam Simon,Seattle Cascades,9.0,215.0,0.0,20.0,294.0,274.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.19727891156462,23.88888888888889,14.7,0.05782312925170068,0.0,0.0,0.0,0.0
1861,AUDL 2017,Adrian Yearwood,Toronto Rush,20.0,302.0,7.0,33.0,347.0,330.0,16.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10086455331412,15.1,10.515151515151516,0.04610951008645533,0.022653721682847898,0.0,0.0,0.0
1863,AUDL 2017,Alan Kolick,DC Breeze,19.0,347.0,5.0,32.0,375.0,351.0,19.0,3.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.60000000000001,18.263157894736842,11.71875,0.050666666666666665,0.014204545454545454,0.0,0.0,0.0
1864,AUDL 2017,Aldous Root,Seattle Cascades,14.0,66.0,2.0,4.0,52.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.15384615384616,4.714285714285714,13.0,0.038461538461538464,0.029411764705882353,0.0,0.0,0.0
1865,AUDL 2017,Alec Arsenault,Ottawa Outlaws,60.0,206.0,4.0,21.0,149.0,125.0,17.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.89261744966443,3.433333333333333,7.095238095238095,0.11409395973154363,0.01904761904761905,0.0,0.0,0.0
1866,AUDL 2017,Alec Surmani,San Jose Spiders,7.0,63.0,0.0,6.0,69.0,61.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.40579710144928,9.0,11.5,0.11594202898550725,0.0,0.0,0.0,0.0
1867,AUDL 2017,Alex Bullock,Jacksonville Cannons,1.0,70.0,0.0,4.0,82.0,74.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,76.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2439024390244,70.0,20.5,0.06097560975609756,0.0,0.0,0.0,0.0
1868,AUDL 2017,Alex Champe,Chicago Wildfire,10.0,139.0,3.0,15.0,154.0,126.0,20.0,8.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818181818183,13.9,10.266666666666667,0.12987012987012986,0.02112676056338028,0.0,0.0,0.0
1869,AUDL 2017,Alex Davis,Vancouver Riptide,11.0,63.0,1.0,0.0,60.0,51.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,5.7272727272727275,0.0,0.15,0.015625,0.0,0.0,0.0
1871,AUDL 2017,Alex Duffel,Seattle Cascades,7.0,221.0,1.0,7.0,271.0,255.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0959409594096,31.571428571428573,38.714285714285715,0.05166051660516605,0.0045045045045045045,0.0,0.0,0.0
1872,AUDL 2017,Alex Rummelhart,Chicago Wildfire,16.0,197.0,4.0,7.0,204.0,192.0,10.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.11764705882352,12.3125,29.142857142857142,0.049019607843137254,0.01990049751243781,0.0,0.0,0.0
1874,AUDL 2017,Alexander Taylor,DC Breeze,5.0,58.0,2.0,0.0,62.0,60.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7741935483871,11.6,0.0,0.0,0.03333333333333333,0.0,0.0,0.0
1876,AUDL 2017,Alistair Robb,Vancouver Riptide,2.0,95.0,2.0,3.0,108.0,98.0,8.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.74074074074075,47.5,36.0,0.07407407407407407,0.020618556701030927,0.0,0.0,0.0
