,Away Team,Away Team Score,Date Location,Home Team,Home Team Score,Matchup Link,Year,Date,Time,City,Week,UniversalGameID
777,Raleigh Flyers,24,"Sat, 6/17 7:00 PM EDT Atlanta",Atlanta Hustle,21,/league/game/2017-06-17-RAL-ATL,2017,2017-06-17,7:00 PM EDT,Atlanta,12,783
778,Madison Radicals,22,"Sat, 6/17 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,21,/league/game/2017-06-17-MAD-PIT,2017,2017-06-17,7:00 PM EDT,Pittsburgh,12,782
779,Minnesota Wind Chill,23,"Sat, 6/17 7:00 PM CDT Chicago",Chicago Wildfire,12,/league/game/2017-06-17-MIN-CHI,2017,2017-06-17,7:00 PM CDT,Chicago,12,781
780,Austin Sol,25,"Sat, 6/17 7:00 PM CDT Dallas",Dallas Roughnecks,27,/league/game/2017-06-17-AUS-DAL,2017,2017-06-17,7:00 PM CDT,Dallas,12,780
781,Seattle Cascades,24,"Sat, 6/17 6:00 PM PDT Vancouver",Vancouver Riptide,19,/league/game/2017-06-17-SEA-VAN,2017,2017-06-17,6:00 PM PDT,Vancouver,12,778
782,DC Breeze,23,"Sat, 6/17 6:00 PM EDT Montreal",Montreal Royal,27,/league/game/2017-06-17-DC-MTL,2017,2017-06-17,6:00 PM EDT,Montreal,12,777
783,San Francisco FlameThrowers,27,"Sat, 6/17 5:00 PM EDT Toronto",Toronto Rush,33,/league/game/2017-06-17-SF-TOR,2017,2017-06-17,5:00 PM EDT,Toronto,12,776
784,San Jose Spiders,28,"Sat, 6/17 6:30 PM PDT San Diego",San Diego Growlers,24,/league/game/2017-06-17-SJ-SD,2017,2017-06-17,6:30 PM PDT,San Diego,12,779
785,Madison Radicals,21,"Sun, 6/18 4:00 PM EDT Detroit",Detroit Mechanix,11,/league/game/2017-06-18-MAD-DET,2017,2017-06-18,4:00 PM EDT,Detroit,12,787
786,DC Breeze,28,"Sun, 6/18 2:00 PM EDT Ottawa",Ottawa Outlaws,13,/league/game/2017-06-18-DC-OTT,2017,2017-06-18,2:00 PM EDT,Ottawa,12,785
787,Philadelphia Phoenix,14,"Sun, 6/18 4:00 PM EDT New York",New York Empire,27,/league/game/2017-06-18-PHI-NY,2017,2017-06-18,4:00 PM EDT,New York,12,786
788,Atlanta Hustle,19,"Sat, 6/24 7:00 PM CDT Dallas",Dallas Roughnecks,21,/league/game/2017-06-24-ATL-DAL,2017,2017-06-24,7:00 PM CDT,Dallas,13,793
789,Tampa Bay Cannons,13,"Sat, 6/24 7:00 PM EDT Raleigh",Raleigh Flyers,27,/league/game/2017-06-24-JAX-RAL,2017,2017-06-24,7:00 PM EDT,Raleigh,13,792
790,San Francisco FlameThrowers,26,"Sat, 6/24 7:00 PM PDT San Jose",San Jose Spiders,29,/league/game/2017-06-24-SF-SJ,2017,2017-06-24,7:00 PM PDT,San Jose,13,794
791,Philadelphia Phoenix,17,"Sat, 6/24 6:30 PM EDT DC",DC Breeze,25,/league/game/2017-06-24-PHI-DC,2017,2017-06-24,6:30 PM EDT,DC,13,791
792,Los Angeles Aviators,21,"Sat, 6/24 6:00 PM PDT Vancouver",Vancouver Riptide,20,/league/game/2017-06-24-LA-VAN,2017,2017-06-24,6:00 PM PDT,Vancouver,13,790
793,Detroit Mechanix,9,"Sat, 6/24 6:00 PM CDT Madison",Madison Radicals,21,/league/game/2017-06-24-DET-MAD,2017,2017-06-24,6:00 PM CDT,Madison,13,789
794,Ottawa Outlaws,22,"Sat, 6/24 5:00 PM EDT New York",New York Empire,23,/league/game/2017-06-24-OTT-NY,2017,2017-06-24,5:00 PM EDT,New York,13,788
795,Atlanta Hustle,25,"Sun, 6/25 12:00 PM CDT Austin",Austin Sol,26,/league/game/2017-06-25-ATL-AUS,2017,2017-06-25,12:00 PM CDT,Austin,13,795
796,Los Angeles Aviators,29,"Sun, 6/25 1:00 PM PDT Seattle",Seattle Cascades,26,/league/game/2017-06-25-LA-SEA,2017,2017-06-25,1:00 PM PDT,Seattle,13,796
797,Detroit Mechanix,16,"Sun, 6/25 2:00 PM EDT Chicago",Chicago Wildfire,23,/league/game/2017-06-25-DET-CHI,2017,2017-06-25,2:00 PM EDT,Chicago,13,797
798,Indianapolis AlleyCats,16,"Sun, 6/25 2:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,18,/league/game/2017-06-25-IND-PIT,2017,2017-06-25,2:00 PM EDT,Pittsburgh,13,798
799,Ottawa Outlaws,14,"Sun, 6/25 2:00 PM EDT Philadelphia",Philadelphia Phoenix,22,/league/game/2017-06-25-OTT-PHI,2017,2017-06-25,2:00 PM EDT,Philadelphia,13,799
800,Vancouver Riptide,10,"Fri, 6/30 7:00 PM PDT Seattle",Seattle Cascades,31,/league/game/2017-06-30-VAN-SEA,2017,2017-06-30,7:00 PM PDT,Seattle,14,800
801,Chicago Wildfire,24,"Sat, 7/1 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,30,/league/game/2017-07-01-CHI-IND,2017,2017-07-01,7:30 PM EDT,Indianapolis,14,805
802,New York Empire,20,"Sat, 7/1 7:00 PM EDT Montreal",Montreal Royal,29,/league/game/2017-07-01-NY-MTL,2017,2017-07-01,7:00 PM EDT,Montreal,14,804
803,Pittsburgh Thunderbirds,22,"Sat, 7/1 4:00 PM EDT Detroit",Detroit Mechanix,14,/league/game/2017-07-01-PIT-DET,2017,2017-07-01,4:00 PM EDT,Detroit,14,801
804,Minnesota Wind Chill,13,"Sat, 7/1 6:00 PM CDT Madison",Madison Radicals,21,/league/game/2017-07-01-MIN-MAD,2017,2017-07-01,6:00 PM CDT,Madison,14,802
805,Austin Sol,27,"Sat, 7/1 6:00 PM CDT Nashville",Nashville Nightwatch,21,/league/game/2017-07-01-AUS-NSH,2017,2017-07-01,6:00 PM CDT,Nashville,14,803
806,New York Empire,21,"Sun, 7/2 2:00 PM EDT Ottawa",Ottawa Outlaws,20,/league/game/2017-07-02-NY-OTT,2017,2017-07-02,2:00 PM EDT,Ottawa,14,806
807,Chicago Wildfire,20,"Sun, 7/2 2:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,21,/league/game/2017-07-02-CHI-PIT,2017,2017-07-02,2:00 PM EDT,Pittsburgh,14,807
808,Tampa Bay Cannons,28,"Fri, 7/7 7:30 PM CDT Dallas",Dallas Roughnecks,27,/league/game/2017-07-07-JAX-DAL,2017,2017-07-07,7:30 PM CDT,Dallas,15,808
809,Tampa Bay Cannons,31,"Sat, 7/8 7:00 PM CDT Austin",Austin Sol,27,/league/game/2017-07-08-JAX-AUS,2017,2017-07-08,7:00 PM CDT,Austin,15,813
810,Los Angeles Aviators,26,"Sat, 7/8 6:30 PM PDT San Diego",San Diego Growlers,19,/league/game/2017-07-08-LA-SD,2017,2017-07-08,6:30 PM PDT,San Diego,15,812
811,Minnesota Wind Chill,31,"Sat, 7/8 4:00 PM EDT Detroit",Detroit Mechanix,17,/league/game/2017-07-08-MIN-DET,2017,2017-07-08,4:00 PM EDT,Detroit,15,809
812,Montreal Royal,20,"Sat, 7/8 5:00 PM EDT Toronto",Toronto Rush,28,/league/game/2017-07-08-MTL-TOR,2017,2017-07-08,5:00 PM EDT,Toronto,15,810
813,Raleigh Flyers,24,"Sat, 7/8 6:00 PM CDT Nashville",Nashville Nightwatch,14,/league/game/2017-07-08-RAL-NSH,2017,2017-07-08,6:00 PM CDT,Nashville,15,811
814,Minnesota Wind Chill,22,"Sun, 7/9 2:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,26,/league/game/2017-07-09-MIN-PIT,2017,2017-07-09,2:00 PM EDT,Pittsburgh,15,814
815,Raleigh Flyers,31,"Sun, 7/9 6:00 PM CDT Nashville",Nashville Nightwatch,26,/league/game/2017-07-09-RAL-NSH,2017,2017-07-09,6:00 PM CDT,Nashville,15,815
816,Madison Radicals,26,"Fri, 7/14 7:00 PM EDT Chicago",Chicago Wildfire,17,/league/game/2017-07-14-MAD-CHI,2017,2017-07-14,7:00 PM EDT,Chicago,16,816
817,Minnesota Wind Chill,26,"Fri, 7/14 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,25,/league/game/2017-07-14-MIN-IND,2017,2017-07-14,7:30 PM EDT,Indianapolis,16,817
818,Seattle Cascades,21,"Fri, 7/14 7:30 PM PDT San Jose",San Jose Spiders,17,/league/game/2017-07-14-SEA-SJ,2017,2017-07-14,7:30 PM PDT,San Jose,16,818
819,Nashville Nightwatch,22,"Fri, 7/14 8:00 PM EDT Atlanta",Atlanta Hustle,27,/league/game/2017-07-14-NSH-ATL,2017,2017-07-14,8:00 PM EDT,Atlanta,16,819
820,New York Empire,23,"Sat, 7/15 7:00 PM EDT Philadelphia",Philadelphia Phoenix,30,/league/game/2017-07-15-NY-PHI,2017,2017-07-15,7:00 PM EDT,Philadelphia,16,824
821,Seattle Cascades,26,"Sat, 7/15 6:00 PM PDT San Francisco",San Francisco FlameThrowers,31,/league/game/2017-07-15-SEA-SF,2017,2017-07-15,6:00 PM PDT,San Francisco,16,820
822,Nashville Nightwatch,24,"Sat, 7/15 7:00 PM EDT Jacksonville",Tampa Bay Cannons,33,/league/game/2017-07-15-NSH-JAX,2017,2017-07-15,7:00 PM EDT,Jacksonville,16,821
823,Dallas Roughnecks,27,"Sat, 7/15 7:00 PM CDT Austin",Austin Sol,23,/league/game/2017-07-15-DAL-AUS,2017,2017-07-15,7:00 PM CDT,Austin,16,822
824,San Diego Growlers,22,"Sat, 7/15 7:00 PM PDT LA",Los Angeles Aviators,18,/league/game/2017-07-15-SD-LA,2017,2017-07-15,7:00 PM PDT,LA,16,823
825,Detroit Mechanix,24,"Sat, 7/15 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,28,/league/game/2017-07-15-DET-PIT,2017,2017-07-15,7:00 PM EDT,Pittsburgh,16,825
826,Toronto Rush,30,"Sun, 7/16 2:00 PM EDT Ottawa",Ottawa Outlaws,25,/league/game/2017-07-16-TOR-OTT,2017,2017-07-16,2:00 PM EDT,Ottawa,16,826
827,San Jose Spiders,22,"Fri, 7/21 7:00 PM PDT San Diego",San Diego Growlers,23,/league/game/2017-07-21-SJ-SD,2017,2017-07-21,7:00 PM PDT,San Diego,17,827
828,San Francisco FlameThrowers,30,"Sat, 7/22 6:00 PM PDT Seattle",Seattle Cascades,24,/league/game/2017-07-22-SF-SEA,2017,2017-07-22,6:00 PM PDT,Seattle,17,828
829,New York Empire,29,"Sat, 7/22 6:00 PM EDT Ottawa",Ottawa Outlaws,25,/league/game/2017-07-22-NY-OTT,2017,2017-07-22,6:00 PM EDT,Ottawa,17,829
830,DC Breeze,23,"Sat, 7/22 7:00 PM EDT Philadelphia",Philadelphia Phoenix,20,/league/game/2017-07-22-DC-PHI,2017,2017-07-22,7:00 PM EDT,Philadelphia,17,830
831,Indianapolis AlleyCats,26,"Sat, 7/22 7:00 PM EDT Chicago",Chicago Wildfire,19,/league/game/2017-07-22-IND-CHI,2017,2017-07-22,7:00 PM EDT,Chicago,17,831
832,San Jose Spiders,23,"Sat, 7/22 7:00 PM PDT LA",Los Angeles Aviators,24,/league/game/2017-07-22-SJ-LA,2017,2017-07-22,7:00 PM PDT,LA,17,832
833,Pittsburgh Thunderbirds,13,"Sat, 7/22 7:00 PM CDT Minnesota",Minnesota Wind Chill,19,/league/game/2017-07-22-PIT-MIN,2017,2017-07-22,7:00 PM CDT,Minnesota,17,833
834,Indianapolis AlleyCats,21,"Sun, 7/23 12:00 PM CDT Madison",Madison Radicals,22,/league/game/2017-07-23-IND-MAD,2017,2017-07-23,12:00 PM CDT,Madison,17,834
835,Ottawa Outlaws,22,"Sun, 7/23 1:00 PM EDT Montreal",Montreal Royal,31,/league/game/2017-07-23-OTT-MTL,2017,2017-07-23,1:00 PM EDT,Montreal,17,835
836,New York Empire,14,"Sun, 7/23 2:00 PM EDT Toronto",Toronto Rush,20,/league/game/2017-07-23-NY-TOR,2017,2017-07-23,2:00 PM EDT,Toronto,17,836
837,San Francisco FlameThrowers,26,"Sun, 7/23 6:00 PM PDT Vancouver",Vancouver Riptide,18,/league/game/2017-07-23-SF-VAN,2017,2017-07-23,6:00 PM PDT,Vancouver,17,837
838,Tampa Bay Cannons,12,"Sat, 7/29 7:00 PM CDT Dallas",Dallas Roughnecks,22,/league/game/2017-07-29-JAX-DAL,2017,2017-07-29,7:00 PM CDT,Dallas,18,838
839,Pittsburgh Thunderbirds,26,"Fri, 8/4 7:30 PM CDT Minnesota",Minnesota Wind Chill,25,/league/game/2017-08-04-PIT-MIN,2017,2017-08-04,7:30 PM CDT,Minnesota,19,839
840,Montreal Royal,16,"Fri, 8/11 7:00 PM EDT DC",DC Breeze,28,/league/game/2017-08-11-MTL-DC,2017,2017-08-11,7:00 PM EDT,DC,20,840
841,San Jose Spiders,24,"Sat, 8/12 7:00 PM PDT LA",Los Angeles Aviators,33,/league/game/2017-08-12-SJ-LA,2017,2017-08-12,7:00 PM PDT,LA,20,844
842,Los Angeles Aviators,33,"Sat, 8/12 7:00 PM CDT San Jose",San Jose Spiders,24,/league/game/2017-08-12-LA-SJ,2017,2017-08-12,7:00 PM CDT,San Jose,20,843
843,Dallas Roughnecks,27,"Sat, 8/12 1:00 PM EDT Raleigh",Raleigh Flyers,24,/league/game/2017-08-12-DAL-RAL,2017,2017-08-12,1:00 PM EDT,Raleigh,20,841
844,Pittsburgh Thunderbirds,22,"Sat, 8/12 6:00 PM CDT Madison",Madison Radicals,27,/league/game/2017-08-12-PIT-MAD,2017,2017-08-12,6:00 PM CDT,Madison,20,842
845,DC Breeze,26,"Sun, 8/13 1:00 PM EDT Toronto",Toronto Rush,29,/league/game/2017-08-13-DC-TOR,2017,2017-08-13,1:00 PM EDT,Toronto,20,845
846,Los Angeles Aviators,22,"Sun, 8/13 2:00 PM PDT San Francisco",San Francisco FlameThrowers,33,/league/game/2017-08-13-LA-SF,2017,2017-08-13,2:00 PM PDT,San Francisco,20,846
847,San Francisco FlameThrowers,23,"Sat, 8/26 4:00 PM EDT Madison",Madison Radicals,19,/league/game/2017-08-26-SF-MAD,2017,2017-08-26,4:00 PM EDT,Madison,22,847
848,Toronto Rush,24,"Sat, 8/26 7:00 PM EDT Dallas",Dallas Roughnecks,21,/league/game/2017-08-26-TOR-DAL,2017,2017-08-26,7:00 PM EDT,Dallas,22,848
849,San Francisco FlameThrowers,30,"Sun, 8/27 1:00 PM EDT Toronto",Toronto Rush,29,/league/game/2017-08-27-SF-TOR,2017,2017-08-27,1:00 PM EDT,Toronto,22,849
850,Tampa Bay Cannons,22,"Sat, 3/31 7:00 PM EDT Raleigh",Raleigh Flyers,27,/league/game/2018-03-31-TB-RAL,2018,2018-03-31,7:00 PM EDT,Raleigh,1,851
851,Indianapolis AlleyCats,24,"Sat, 3/31 4:00 PM EDT Detroit",Detroit Mechanix,12,/league/game/2018-03-31-IND-DET,2018,2018-03-31,4:00 PM EDT,Detroit,1,850
852,Atlanta Hustle,17,"Sat, 4/7 7:00 PM EDT Tampa Bay",Tampa Bay Cannons,15,/league/game/2018-04-07-ATL-TB,2018,2018-04-07,7:00 PM EDT,Tampa Bay,2,857
853,San Jose Spiders,21,"Sat, 4/7 6:30 PM PDT San Francisco",San Francisco FlameThrowers,20,/league/game/2018-04-07-SJ-SF,2018,2018-04-07,6:30 PM PDT,San Francisco,2,856
854,Montreal Royal,24,"Sat, 4/7 6:30 PM EDT DC",DC Breeze,22,/league/game/2018-04-07-MTL-DC,2018,2018-04-07,6:30 PM EDT,DC,2,855
855,Dallas Roughnecks,17,"Sat, 4/7 7:00 PM EDT Raleigh",Raleigh Flyers,14,/league/game/2018-04-07-DAL-RAL,2018,2018-04-07,7:00 PM EDT,Raleigh,2,858
856,San Diego Growlers,17,"Sat, 4/7 6:00 PM PDT LA",Los Angeles Aviators,30,/league/game/2018-04-07-SD-LA,2018,2018-04-07,6:00 PM PDT,LA,2,853
857,Minnesota Wind Chill,28,"Sat, 4/7 6:00 PM PDT Seattle",Seattle Cascades,29,/league/game/2018-04-07-MIN-SEA,2018,2018-04-07,6:00 PM PDT,Seattle,2,852
858,Detroit Mechanix,16,"Sat, 4/7 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,17,/league/game/2018-04-07-DET-PIT,2018,2018-04-07,6:00 PM EDT,Pittsburgh,2,854
859,Madison Radicals,20,"Sat, 4/7 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,13,/league/game/2018-04-07-MAD-IND,2018,2018-04-07,7:30 PM EDT,Indianapolis,2,859
860,Los Angeles Aviators,22,"Sat, 4/14 7:00 PM CDT Austin",Austin Sol,23,/league/game/2018-04-14-LA-AUS,2018,2018-04-14,7:00 PM CDT,Austin,3,865
861,San Francisco FlameThrowers,28,"Sat, 4/14 7:00 PM PDT San Jose",San Jose Spiders,27,/league/game/2018-04-14-SF-SJ,2018,2018-04-14,7:00 PM PDT,San Jose,3,864
862,Raleigh Flyers,20,"Sat, 4/14 7:00 PM EDT Tampa Bay",Tampa Bay Cannons,17,/league/game/2018-04-14-RAL-TB,2018,2018-04-14,7:00 PM EDT,Tampa Bay,3,863
863,San Diego Growlers,22,"Sat, 4/14 7:00 PM PDT Seattle",Seattle Cascades,16,/league/game/2018-04-14-SD-SEA,2018,2018-04-14,7:00 PM PDT,Seattle,3,861
864,Chicago Wildfire,20,"Sat, 4/14 6:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,15,/league/game/2018-04-14-CHI-PIT,2018,2018-04-14,6:00 PM EDT,Pittsburgh,3,860
865,Toronto Rush,18,"Sat, 4/14 7:00 PM EDT New York",New York Empire,14,/league/game/2018-04-14-TOR-NY,2018,2018-04-14,7:00 PM EDT,New York,3,862
866,Los Angeles Aviators,17,"Sun, 4/15 1:00 PM CDT Dallas",Dallas Roughnecks,20,/league/game/2018-04-15-LA-DAL,2018,2018-04-15,1:00 PM CDT,Dallas,3,866
867,Toronto Rush,19,"Sun, 4/15 1:00 PM EDT Philadelphia",Philadelphia Phoenix,18,/league/game/2018-04-15-TOR-PHI,2018,2018-04-15,1:00 PM EDT,Philadelphia,3,867
868,Atlanta Hustle,18,"Sun, 4/15 1:00 PM CDT Nashville",Nashville Nightwatch,17,/league/game/2018-04-15-ATL-NSH,2018,2018-04-15,1:00 PM CDT,Nashville,3,868
869,Pittsburgh Thunderbirds,18,"Sat, 4/21 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,27,/league/game/2018-04-21-PIT-IND,2018,2018-04-21,7:30 PM EDT,Indianapolis,4,877
870,Raleigh Flyers,31,"Sat, 4/21 7:00 PM CDT Nashville",Nashville Nightwatch,26,/league/game/2018-04-21-RAL-NSH,2018,2018-04-21,7:00 PM CDT,Nashville,4,876
871,Seattle Cascades,25,"Sat, 4/21 7:00 PM PDT San Diego",San Diego Growlers,26,/league/game/2018-04-21-SEA-SD,2018,2018-04-21,7:00 PM PDT,San Diego,4,875
872,Ottawa Outlaws,16,"Sat, 4/21 7:00 PM EDT New York",New York Empire,28,/league/game/2018-04-21-OTT-NY,2018,2018-04-21,7:00 PM EDT,New York,4,874
873,Tampa Bay Cannons,18,"Sat, 4/21 6:30 PM EDT Atlanta",Atlanta Hustle,19,/league/game/2018-04-21-TB-ATL,2018,2018-04-21,6:30 PM EDT,Atlanta,4,872
874,Montreal Royal,21,"Sat, 4/21 6:30 PM EDT Philadelphia",Philadelphia Phoenix,26,/league/game/2018-04-21-MTL-PHI,2018,2018-04-21,6:30 PM EDT,Philadelphia,4,871
875,Chicago Wildfire,23,"Sat, 4/21 6:00 PM CDT Minnesota",Minnesota Wind Chill,24,/league/game/2018-04-21-CHI-MIN,2018,2018-04-21,6:00 PM CDT,Minnesota,4,870
876,Madison Radicals,27,"Sat, 4/21 5:00 PM EDT Detroit",Detroit Mechanix,12,/league/game/2018-04-21-MAD-DET,2018,2018-04-21,5:00 PM EDT,Detroit,4,869
877,Toronto Rush,28,"Sat, 4/21 6:30 PM PDT San Francisco",San Francisco FlameThrowers,18,/league/game/2018-04-21-TOR-SF,2018,2018-04-21,6:30 PM PDT,San Francisco,4,873
878,San Jose Spiders,16,"Sun, 4/22 1:30 PM PDT LA",Los Angeles Aviators,25,/league/game/2018-04-22-SJ-LA,2018,2018-04-22,1:30 PM PDT,LA,4,880
879,Austin Sol,21,"Sun, 4/22 1:00 PM CDT Dallas",Dallas Roughnecks,23,/league/game/2018-04-22-AUS-DAL,2018,2018-04-22,1:00 PM CDT,Dallas,4,878
880,Ottawa Outlaws,19,"Sun, 4/22 1:00 PM EDT DC",DC Breeze,26,/league/game/2018-04-22-OTT-DC,2018,2018-04-22,1:00 PM EDT,DC,4,879
881,San Diego Growlers,17,"Fri, 4/27 7:30 PM PDT San Jose",San Jose Spiders,18,/league/game/2018-04-27-SD-SJ,2018,2018-04-27,7:30 PM PDT,San Jose,5,882
882,Raleigh Flyers,23,"Fri, 4/27 7:00 PM CDT Austin",Austin Sol,25,/league/game/2018-04-27-RAL-AUS,2018,2018-04-27,7:00 PM CDT,Austin,5,881
883,Montreal Royal,35,"Sat, 4/28 2:30 PM EDT Ottawa",Ottawa Outlaws,33,/league/game/2018-04-28-MTL-OTT,2018,2018-04-28,2:30 PM EDT,Ottawa,5,883
884,Pittsburgh Thunderbirds,13,"Sat, 4/28 6:00 PM CDT Madison",Madison Radicals,29,/league/game/2018-04-28-PIT-MAD,2018,2018-04-28,6:00 PM CDT,Madison,5,884
885,San Diego Growlers,25,"Sat, 4/28 6:30 PM PDT San Francisco",San Francisco FlameThrowers,21,/league/game/2018-04-28-SD-SF,2018,2018-04-28,6:30 PM PDT,San Francisco,5,885
886,DC Breeze,18,"Sat, 4/28 6:30 PM EDT Philadelphia",Philadelphia Phoenix,18,/league/game/2018-04-28-DC-PHI,2018,2018-04-28,6:30 PM EDT,Philadelphia,5,886
887,Raleigh Flyers,24,"Sat, 4/28 7:00 PM CDT Dallas",Dallas Roughnecks,20,/league/game/2018-04-28-RAL-DAL,2018,2018-04-28,7:00 PM CDT,Dallas,5,887
888,Nashville Nightwatch,13,"Sat, 4/28 7:00 PM EDT Tampa Bay",Tampa Bay Cannons,25,/league/game/2018-04-28-NSH-TB,2018,2018-04-28,7:00 PM EDT,Tampa Bay,5,888
889,Indianapolis AlleyCats,25,"Sat, 4/28 7:30 PM CDT Chicago",Chicago Wildfire,21,/league/game/2018-04-28-IND-CHI,2018,2018-04-28,7:30 PM CDT,Chicago,5,889
890,San Jose Spiders,28,"Fri, 5/4 7:00 PM PDT San Diego",San Diego Growlers,31,/league/game/2018-05-04-SJ-SD,2018,2018-05-04,7:00 PM PDT,San Diego,6,890
891,Tampa Bay Cannons,20,"Sat, 5/5 7:00 PM EDT Raleigh",Raleigh Flyers,23,/league/game/2018-05-05-TB-RAL,2018,2018-05-05,7:00 PM EDT,Raleigh,6,897
892,San Francisco FlameThrowers,25,"Sat, 5/5 7:00 PM PDT Seattle",Seattle Cascades,27,/league/game/2018-05-05-SF-SEA,2018,2018-05-05,7:00 PM PDT,Seattle,6,896
893,DC Breeze,18,"Sat, 5/5 7:00 PM EDT New York",New York Empire,19,/league/game/2018-05-05-DC-NY,2018,2018-05-05,7:00 PM EDT,New York,6,895
894,Philadelphia Phoenix,17,"Sat, 5/5 1:00 PM EDT Montreal",Montreal Royal,14,/league/game/2018-05-05-PHI-MTL,2018,2018-05-05,1:00 PM EDT,Montreal,6,891
895,Indianapolis AlleyCats,31,"Sat, 5/5 4:00 PM EDT Detroit",Detroit Mechanix,22,/league/game/2018-05-05-IND-DET,2018,2018-05-05,4:00 PM EDT,Detroit,6,893
896,Madison Radicals,20,"Sat, 5/5 3:00 PM CDT Minnesota",Minnesota Wind Chill,19,/league/game/2018-05-05-MAD-MIN,2018,2018-05-05,3:00 PM CDT,Minnesota,6,892
897,San Jose Spiders,31,"Sat, 5/5 7:00 PM PDT LA",Los Angeles Aviators,33,/league/game/2018-05-05-SJ-LA,2018,2018-05-05,7:00 PM PDT,LA,6,898
898,Austin Sol,23,"Sat, 5/5 6:30 PM EDT Atlanta",Atlanta Hustle,22,/league/game/2018-05-05-AUS-ATL,2018,2018-05-05,6:30 PM EDT,Atlanta,6,894
899,Indianapolis AlleyCats,27,"Sun, 5/6 4:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,18,/league/game/2018-05-06-IND-PIT,2018,2018-05-06,4:00 PM EDT,Pittsburgh,6,901
900,Austin Sol,20,"Sun, 5/6 2:00 PM CDT Nashville",Nashville Nightwatch,22,/league/game/2018-05-06-AUS-NSH,2018,2018-05-06,2:00 PM CDT,Nashville,6,900
901,Philadelphia Phoenix,19,"Sun, 5/6 2:00 PM EDT Ottawa",Ottawa Outlaws,22,/league/game/2018-05-06-PHI-OTT,2018,2018-05-06,2:00 PM EDT,Ottawa,6,899
902,Detroit Mechanix,17,"Sat, 5/12 5:00 PM CDT Minnesota",Minnesota Wind Chill,34,/league/game/2018-05-12-DET-MIN,2018,2018-05-12,5:00 PM CDT,Minnesota,7,902
903,Pittsburgh Thunderbirds,16,"Sat, 5/12 6:00 PM CDT Chicago",Chicago Wildfire,21,/league/game/2018-05-12-PIT-CHI,2018,2018-05-12,6:00 PM CDT,Chicago,7,903
904,Tampa Bay Cannons,26,"Sat, 5/12 6:30 PM EDT Atlanta",Atlanta Hustle,27,/league/game/2018-05-12-TB-ATL,2018,2018-05-12,6:30 PM EDT,Atlanta,7,904
905,Raleigh Flyers,24,"Sat, 5/12 6:30 PM EDT DC",DC Breeze,25,/league/game/2018-05-12-RAL-DC,2018,2018-05-12,6:30 PM EDT,DC,7,905
906,Dallas Roughnecks,27,"Sat, 5/12 7:00 PM CDT Austin",Austin Sol,23,/league/game/2018-05-12-DAL-AUS,2018,2018-05-12,7:00 PM CDT,Austin,7,906
907,San Francisco FlameThrowers,26,"Sat, 5/12 7:00 PM PDT San Jose",San Jose Spiders,23,/league/game/2018-05-12-SF-SJ,2018,2018-05-12,7:00 PM PDT,San Jose,7,907
908,Detroit Mechanix,8,"Sun, 5/13 12:00 PM CDT Madison",Madison Radicals,37,/league/game/2018-05-13-DET-MAD,2018,2018-05-13,12:00 PM CDT,Madison,7,908
909,Toronto Rush,21,"Sun, 5/13 1:30 PM EDT Montreal",Montreal Royal,18,/league/game/2018-05-13-TOR-MTL,2018,2018-05-13,1:30 PM EDT,Montreal,7,909
910,Los Angeles Aviators,30,"Sun, 5/13 1:30 PM PDT Seattle",Seattle Cascades,26,/league/game/2018-05-13-LA-SEA,2018,2018-05-13,1:30 PM PDT,Seattle,7,910
911,Pittsburgh Thunderbirds,24,"Sun, 5/13 5:00 PM EDT Indianapolis",Indianapolis AlleyCats,27,/league/game/2018-05-13-PIT-IND,2018,2018-05-13,5:00 PM EDT,Indianapolis,7,911
912,Seattle Cascades,29,"Fri, 5/18 7:00 PM PDT San Francisco",San Francisco FlameThrowers,32,/league/game/2018-05-18-SEA-SF,2018,2018-05-18,7:00 PM PDT,San Francisco,8,912
913,Atlanta Hustle,19,"Sat, 5/19 7:00 PM CDT Austin",Austin Sol,28,/league/game/2018-05-19-ATL-AUS,2018,2018-05-19,7:00 PM CDT,Austin,8,920
914,Tampa Bay Cannons,30,"Sat, 5/19 7:00 PM CDT Nashville",Nashville Nightwatch,32,/league/game/2018-05-19-TB-NSH,2018,2018-05-19,7:00 PM CDT,Nashville,8,919
915,Seattle Cascades,14,"Sat, 5/19 7:00 PM PDT San Jose",San Jose Spiders,24,/league/game/2018-05-19-SEA-SJ,2018,2018-05-19,7:00 PM PDT,San Jose,8,917
916,Philadelphia Phoenix,15,"Sat, 5/19 7:00 PM EDT New York",New York Empire,23,/league/game/2018-05-19-PHI-NY,2018,2018-05-19,7:00 PM EDT,New York,8,918
